date,conc_silica,feed_iron,feed_silica,starch_flow,amina_flow,pulp_flow,pulp_ph,pulp_density,air_col1,air_col2,air_col3,air_col4,air_col5,air_col6,air_col7,level_col1,level_col2,level_col3,level_col4,level_col5,level_col6,level_col7,conc_iron
2017-03-29 22:00:00,2.92,59.54,9.56,2150.11,535.777,398.739,9.62158,1.73246,199.731,198.206,199.072,295.096,306.4,250.095,248.944,855.4556973684,813.5758612059,884.9510909091,504.842,584.678,542.486,507.274,64.69
2017-03-29 23:00:00,2.0,59.54,9.56,1997.5,527.364,402.912,9.63231,1.72577,200.156,194.598,201.702,295.096,306.4,249.829,249.095,855.2928684211,817.7620320856,881.3218732394,526.149,585.867,563.854,521.26,65.85
2017-03-30 00:00:00,1.69,59.54,9.56,1908.12,533.542,401.045,9.60323,1.72484,199.558,195.234,201.326,295.096,306.4,250.002,250.767,855.1300394737,821.0722994652,878.5473214286,459.554,592.059,551.01,522.392,66.36
2017-03-30 01:00:00,3.8,60.44,9.19,1816.64,539.532,396.51,9.65306,1.7313,199.696,195.466,199.121,295.096,306.4,250.141,249.148,857.5985840336,821.3938157895,886.37712,374.914,423.942,455.477,411.611,63.39
2017-03-30 02:00:00,3.8,60.44,9.19,2153.14,319.0999733333,407.5835183946,9.66968,1.533539802,199.951,195.569,201.295,295.096,306.4,247.62,250.656,842.5517916667,812.7490789474,875.6756323529,541.166,552.164,641.4855,496.356,63.39
2017-03-30 03:00:00,3.8,60.44,9.19,1929.0,351.9883733333,414.1598394649,9.29415,1.5377932673,199.847,196.447,199.072,295.096,306.4,250.164,245.863,852.5398,793.1875735294,882.64,443.439,439.262,560.445,202.6972079208,63.39
2017-03-30 04:00:00,2.77,60.44,9.19,1682.62,510.959,396.207,9.31975,1.69594,198.583,189.749,198.987,295.096,306.4,250.403,254.829,847.9946,803.5992105263,885.3938181818,463.388,490.777,448.769,513.533,63.9
2017-03-30 05:00:00,1.64,60.44,9.19,2198.08,479.136,402.354,9.14171,1.5314378431,201.911,197.974,199.519,295.096,306.4,249.393,249.737,855.3770571429,811.4937605634,877.2173692308,451.481,460.254,466.907,502.072,65.68
2017-03-30 06:00:00,2.37,60.44,9.19,2149.58,507.456,403.7,9.19223,1.68042,199.561,194.819,199.292,295.096,306.4,252.806,250.803,849.9957402597,797.2115672131,884.32,465.998,452.035,474.762,458.547,66.04
2017-03-30 07:00:00,2.04,61.11,8.24,2126.1,448.985,405.92,9.24428,1.5291810417,199.921,193.419,200.218,295.096,306.4,249.772,250.357,845.8909036145,805.4784810127,787.478,403.675,450.031,679.605,579.942,66.34
2017-03-30 08:00:00,1.8,61.11,8.24,213.8118434783,396.932,409.804,9.09927,1.53102,199.268,195.105,201.428,295.096,306.4,246.446,249.231,854.4334640523,822.9473859316,881.75948,408.233,439.605,456.022,438.035,66.27
2017-03-30 09:00:00,2.7,61.11,8.24,1648.21,244.1055268293,396.973,8.754785,1.5206957464,203.906,193.14,202.368,295.096,306.4,244.995,246.973,860.4605228758,823.5623288973,884.2204285714,467.188,463.207,486.691,457.959,65.69
2017-03-30 10:00:00,3.1,61.11,8.24,137.8009230769,305.465,402.11,9.06829,1.5204357143,198.3,199.734,200.191,295.096,306.4,250.377,252.26,847.8266760563,824.1772718631,880.858,448.586,461.436,453.388,455.786,64.61
2017-03-30 11:00:00,2.8,61.11,8.24,0.5614819625,330.1995,400.4525492958,9.02275,1.5201756822,199.312,198.111,201.207,295.096,306.4,247.475,247.722,853.0813571429,817.6638181818,133.1944736842,566.891,186.2637826087,633.262,205.1809245283,65.03
2017-03-30 12:00:00,2.63,61.11,8.24,2050.23,457.059,400.229,9.47006,1.63806,199.354,196.467,201.112,295.096,306.4,249.829,248.097,849.2381202186,823.7760939227,880.4490714286,464.423,487.873,473.967,473.21,64.99
2017-03-30 13:00:00,2.63,61.11,8.24,415.5219787234,290.818647482,380.523,9.42541,1.52197,199.86,196.747,200.236,295.096,306.4,250.488,250.331,852.0169444444,823.2685045872,879.6443586957,190.051952381,177.0896666667,682.1699130435,413.617,64.99
2017-03-30 14:00:00,2.63,61.11,8.24,2841.7,491.318,399.36,9.6418,1.67345,200.154,199.259,198.952,295.096,306.4,250.038,250.258,853.184,824.4649787234,875.325,194.5779473684,632.983733119,605.401245283,552.9322571429,64.99
2017-03-30 15:00:00,2.24,61.11,8.24,2221.42,541.101,402.983,9.67207,1.73202,199.055,197.095,199.512,295.096,306.4,250.149,250.935,859.0956990291,766.1631121495,882.25168,462.264,187.4066363636,421.206,603.2139714286,65.76
2017-03-30 16:00:00,2.25,61.38,8.4,2560.5,525.094,398.638,9.49036,1.71657,200.943,196.197,199.951,295.096,306.4,250.13,249.459,858.7973009709,777.2171308411,885.48,449.632,449.185,457.199,563.4385652174,66.06
2017-03-30 17:00:00,4.28,61.38,8.4,3465.61,530.7,397.631,9.7716,1.72546,199.786,197.836,201.241,295.096,306.4,250.186,252.081,858.2235771812,788.2711495327,883.7241666667,540.135,505.821,649.598,568.0771,64.88
2017-03-30 18:00:00,4.01,61.38,8.4,2744.14,537.362,400.286,9.73947,1.73435,200.519,192.223,198.239,295.096,306.4,250.049,251.398,857.1508255034,799.3251682243,884.6539705882,533.877,531.427,668.405,629.046,64.42
2017-03-30 19:00:00,4.92,61.38,8.4,2343.87,535.35,398.007,9.33655,1.73151,198.827,193.152,200.817,295.096,306.4,249.596,249.622,856.0780738255,810.3791869159,884.896,559.283,572.132,581.701,580.743,64.46
2017-03-30 20:00:00,4.9156353591,61.38,8.4,2086.71,532.718,396.19,9.40181,1.73723,200.144,196.505,198.292,295.096,306.4,250.027,250.518,855.0053221477,821.4332056075,884.4350588235,541.992,553.784,627.718,595.24,63.5
2017-03-30 21:00:00,4.13,61.38,8.4,2807.27,553.498,397.583,9.76187,1.75525,199.435,193.276,199.454,295.096,306.4,250.463,250.808,853.9325704698,798.0331968912,884.7755,564.011,569.867,614.278,575.046,65.07
2017-03-30 22:00:00,4.81,61.38,8.4,3067.1029126214,545.147,402.663,9.48611,1.74515,200.028,194.095,200.702,295.096,306.4,249.829,249.425,852.8598187919,784.2949067358,882.855475,451.615,455.749,444.085,467.625,63.79
2017-03-30 23:00:00,4.91,61.38,8.4,2977.77,401.254,399.453,8.7547648052,1.56021,199.951,197.678,199.618,295.096,306.4,250.601,251.034,839.273,798.4489174312,882.8830978261,459.257,456.119,458.015,427.462,63.82
2017-03-31 00:00:00,3.91,61.38,8.4,2561.3,508.572,399.934,9.24103,1.70352,201.216,197.511,199.28,295.096,306.4,250.411,249.694,784.185,796.324,795.256,469.278,461.021,473.25,455.453,64.54
2017-03-31 01:00:00,5.07,54.3,20.14,2592.61,555.143,400.755,9.62548,1.751,199.881,192.93,200.301,295.096,306.4,250.039,250.728,814.748,803.652,803.931,437.766,443.487,458.308,464.534,63.78
2017-03-31 02:00:00,4.48,54.3,20.14,2265.9,535.976,398.584,9.65915,1.70147,200.909,192.606,200.265,295.096,306.4,250.198,249.837,803.694,801.487,794.798,464.23,445.78,476.873,457.861,63.45
2017-03-31 03:00:00,3.52,54.3,20.14,2225.33,502.474,398.689,9.46235,1.69384,199.731,196.005,198.843,295.096,306.4,250.058,250.374,799.195,811.684,809.228,455.292,441.727,458.925,445.113,64.53
2017-03-31 04:00:00,2.47,54.3,20.14,2212.56,541.185,405.198,9.15119,1.73252,199.829,195.935,199.568,295.096,306.4,249.941,250.867,802.215,798.313,797.541,468.659,426.329,454.064,460.03,65.68
2017-03-31 05:00:00,1.78,54.3,20.14,2598.36,562.693,397.996,9.21156,1.76259,200.36,193.452,200.846,295.096,306.4,250.047,249.64,805.286,799.885,799.158,410.119,351.985,410.21,417.165,65.17
2017-03-31 06:00:00,1.91,54.3,20.14,2072.8,551.519,397.172,9.57318,1.74771,203.906,195.761,199.3,295.096,306.4,252.184,253.462,797.42,797.46,777.933,192.0096363636,458.642,459.654,377.011,66.49
2017-03-31 07:00:00,2.26,59.72,9.22,2142.35,564.575,394.629,9.83486,1.76794,200.391,193.799,203.906,295.096,306.4,250.269,252.026,801.282,798.066,799.075,469.141,502.313,490.611,485.547,66.34
2017-03-31 08:00:00,1.02,59.72,9.22,1881.54,567.502,394.513,9.46917,1.77333,200.213,192.08,200.357,295.096,306.4,249.564,248.776,800.636,792.511,801.623,432.414,457.006,466.974,476.646,66.92
2017-03-31 09:00:00,1.06,59.72,9.22,2453.19,561.865,402.349,9.21611,1.75724,199.995,196.399,198.633,295.096,306.4,249.856,250.189,806.045,804.932,792.037,163.725,437.368,424.43,450.338,67.44
2017-03-31 10:00:00,1.06,59.72,9.22,2035.83,558.322,391.754,9.53664,1.76465,177.4445481825,178.089381912,176.941579646,295.096,306.4,251.521,249.29,809.744,792.947,793.628,487.738,451.248,524.374,442.78,67.44
2017-03-31 11:00:00,1.06,59.72,9.22,2137.37,564.832,399.481,9.80579,1.77002,177.3684906075,178.5558159253,177.4666681416,295.096,306.4,249.853,248.887,804.871,777.037,795.14,471.522,476.847,487.783,430.505,67.44
2017-03-31 12:00:00,1.44,59.72,9.22,2446.25,549.669,398.684,9.73341,1.74606,177.2924330324,179.0222499386,177.9917566372,295.096,306.4,251.632,251.42,803.318,800.135,814.396,427.762,345.741,439.294,384.672,66.9
2017-03-31 13:00:00,1.7,59.72,9.22,1572.51,530.37,403.842,9.52058,1.72065,177.2163754574,179.4886839518,178.5168451327,295.096,306.4,253.883,249.847,812.785,807.138,794.461,478.02,430.359,449.79,447.882,65.91
2017-03-31 14:00:00,1.74,59.72,9.22,2743.02,511.7,401.352,9.39071,1.69739,177.1403178824,179.9551179651,179.0419336283,295.096,306.4,244.972,250.003,789.534,796.278,782.661,463.177,505.442,438.762,496.03,65.45
2017-03-31 15:00:00,1.99,59.72,9.22,2226.11,552.83,404.479,9.56166,1.75697,177.0642603074,180.4215519784,179.5670221239,295.096,306.4,251.236,250.548,792.638,800.149,797.182,504.093,440.22,461.399,442.836,65.66
2017-03-31 16:00:00,2.27,59.72,9.22,2047.99,556.262,407.551,9.72954,1.75345,176.9882027324,180.8879859916,180.0921106195,295.096,306.4,254.683,247.63,798.119,796.378,807.691,446.086,443.065,519.431,449.087,65.09
2017-03-31 17:00:00,3.11,59.72,9.22,410.6610508876,541.994,398.439,9.47681,1.74218,176.9121451574,181.3544200049,180.617199115,295.096,306.4,251.156,250.857,798.109,805.251,795.653,462.889,458.793,449.329,467.168,64.03
2017-03-31 18:00:00,3.11,59.72,9.22,2036.78,441.85,401.644,9.70186,1.6091,176.8360875823,181.8208540182,181.1422876106,295.096,306.4,249.837,249.617,789.051,808.087,794.021,455.15,441.996,424.756,465.284,64.03
2017-03-31 19:00:00,3.11,59.72,9.22,2370.94,530.189,404.506,9.39152,1.72249,176.7600300073,182.2872880315,181.6673761062,295.096,306.4,251.775,249.121,790.349,804.966,810.048,450.766,440.589,448.782,449.604,64.03
2017-03-31 20:00:00,3.11,59.72,9.22,1991.95,550.698,399.466,9.64662,1.75592,176.6839724323,182.7537220447,182.1924646018,295.096,306.4,249.444,249.997,789.753,812.128,808.05,445.476,462.986,450.727,470.002,64.03
2017-03-31 21:00:00,3.11,59.72,9.22,2227.94,565.112,407.815,9.77854,1.76662,176.6079148573,183.220156058,182.7175530973,295.096,306.4,249.787,249.384,789.355,810.418,813.304,509.705,518.761,460.071,493.477,64.03
2017-03-31 22:00:00,3.11,59.72,9.22,1935.1,570.439,395.351,9.7028,1.7794,176.5318572823,183.6865900713,183.2426415929,295.096,306.4,250.951,248.644,793.059,810.083,803.913,442.383,437.752,460.269,469.586,64.03
2017-03-31 23:00:00,3.11,59.72,9.22,2371.33,575.155,400.83,9.40806,1.78506,176.4557997072,184.1530240845,183.7677300885,295.096,306.4,249.756,250.159,808.789,794.669,800.784,469.141,460.454,458.592,441.96,64.03
2017-04-01 00:00:00,3.11,59.72,9.22,2195.31,523.283,395.785,9.45255,1.71765,176.3797421322,184.6194580978,184.2928185841,295.096,306.4,249.31,249.082,807.178,799.417,799.614,461.455,476.486,421.792,449.983,64.03
2017-04-01 01:00:00,3.11,59.72,9.22,2617.37,570.068,400.804,9.77697,1.77823,176.3036845572,185.0858921111,184.8179070796,295.096,306.4,249.612,254.226,809.62,795.589,806.463,454.829,385.631,459.992,348.102,64.03
2017-04-01 02:00:00,3.11,59.72,9.22,2186.34,568.324,402.207,9.73384,1.77124,176.2276269822,185.5523261244,185.3429955752,295.096,306.4,250.488,247.247,818.543,809.72,810.324,435.042,445.597,450.361,436.695,64.03
2017-04-01 03:00:00,3.11,59.72,9.22,2242.55,568.68,396.989,9.45394,1.76924,176.1515694072,186.0187601376,185.8680840708,295.096,306.4,253.647,246.743,789.233,801.725,810.663,447.409,453.025,463.98,473.054,64.03
2017-04-01 04:00:00,3.11,59.72,9.22,3167.87,563.812,395.328,9.31481,1.76492,176.0755118322,186.4851941509,186.3931725664,295.096,306.4,251.187,253.0,793.672,796.599,799.872,441.557,452.429,465.472,457.044,64.03
2017-04-01 05:00:00,3.11,59.72,9.22,2343.76,577.557,400.215,9.49434,1.79025,175.9994542571,186.9516281642,186.9182610619,295.096,306.4,249.155,248.319,791.273,794.215,795.332,453.621,457.699,467.627,452.824,64.03
2017-04-01 06:00:00,3.11,59.72,9.22,2072.39,573.143,398.093,9.6839,1.77893,175.9233966821,187.4180621774,187.4433495575,295.096,306.4,249.729,251.445,791.998,804.562,813.11,425.976,427.337,498.813,468.394,64.03
2017-04-01 07:00:00,3.11,59.72,9.22,2136.72,577.269,399.13,9.47742,1.78954,175.8473391071,187.8844961907,187.9684380531,295.096,306.4,249.946,252.186,808.846,804.859,804.732,437.009,441.864,454.677,481.436,64.03
2017-04-01 08:00:00,3.11,59.72,9.22,2422.22,571.569,397.077,9.45593,1.77374,189.725,199.348,200.692,295.096,306.4,250.03,252.943,784.805,801.532,792.491,460.677,452.277,420.908,435.009,64.03
2017-04-01 09:00:00,3.11,59.72,9.22,294.2949777778,344.84,399.975,9.257,1.5208507692,200.3,201.772,200.105,295.096,306.4,250.614,249.366,804.778,805.607,799.223,473.823,457.85,475.259,491.458,64.03
2017-04-01 10:00:00,3.11,59.72,9.22,2182.95,479.434,396.717,9.30162,1.65793,200.171,202.999,199.484,295.096,306.4,250.269,253.904,792.194,809.787,797.048,472.21,475.658,446.292,444.586,64.03
2017-04-01 11:00:00,3.11,59.72,9.22,2079.8,528.35,402.088,8.95421,1.71351,199.601,200.497,199.761,295.096,306.4,250.019,251.308,795.072,806.44,806.76,436.54,394.57,455.067,388.764,64.03
2017-04-01 12:00:00,3.11,59.72,9.22,2178.66,552.562,404.297,9.06237,1.74639,200.001,197.15,201.929,295.096,306.4,250.463,251.573,810.856,796.252,807.08,476.979,413.811,531.261,410.876,64.03
2017-04-01 13:00:00,3.11,59.72,9.22,2290.85,553.207,403.328,9.34858,1.74782,200.83,196.389,199.77,295.096,306.4,249.945,249.466,812.561,805.332,804.356,427.326,409.682,465.787,447.177,64.03
2017-04-01 14:00:00,3.11,59.72,9.22,2119.35,573.673,402.401,9.4531,1.77827,200.432,196.78,199.098,295.096,306.4,251.786,251.62,783.457,794.115,787.085,460.861,463.546,460.968,474.195,64.03
2017-04-01 15:00:00,3.11,59.72,9.22,2638.73,526.779,399.023,9.36733,1.71319,199.916,200.594,201.926,295.096,306.4,250.42,249.322,785.063,803.381,809.681,457.261,417.464,441.297,418.267,64.03
2017-04-01 16:00:00,3.11,59.72,9.22,2406.13,519.169,396.449,9.03158,1.71223,199.614,198.633,200.958,295.096,306.4,250.928,250.826,798.636,804.762,808.035,461.871,449.889,421.504,450.491,64.03
2017-04-01 17:00:00,3.11,59.72,9.22,2622.77,564.196,397.225,9.33692,1.76561,199.698,200.771,202.435,295.096,306.4,245.049,250.21,803.779,801.674,782.344,481.618,406.124,420.856,462.344,64.03
2017-04-01 18:00:00,3.11,59.72,9.22,2031.05,546.789,397.044,9.41752,1.7396,199.947,201.452,202.569,295.096,306.4,249.829,253.088,823.977,794.716,790.936,194.2524444444,444.455,443.179,438.049,64.03
2017-04-01 19:00:00,3.11,59.72,9.22,2293.32,575.256,398.112,9.64983,1.78064,199.854,202.039,201.318,295.096,306.4,250.269,250.843,791.69,803.983,795.418,284.483,465.135,448.016,442.665,64.03
2017-04-01 20:00:00,3.11,59.72,9.22,2743.25,574.053,401.373,9.67863,1.7771,199.787,202.562,199.512,295.096,306.4,249.993,249.833,794.167,801.532,779.472,220.284,436.261,447.675,425.188,64.03
2017-04-01 21:00:00,3.11,59.72,9.22,2588.76,545.347,405.019,9.42847,1.73511,199.512,198.287,199.951,295.096,306.4,250.734,250.102,813.715,807.614,798.766,526.827,440.757,450.363,454.296,64.03
2017-04-01 22:00:00,3.11,59.72,9.22,2582.27,502.586,403.893,9.26169,1.67035,199.773,197.534,199.87,295.096,306.4,249.829,248.304,793.593,804.507,790.541,437.647,432.539,458.199,476.717,64.03
2017-04-01 23:00:00,3.11,59.72,9.22,2309.8,533.074,400.095,9.79592,1.71836,199.351,200.669,200.722,295.096,306.4,249.727,250.108,808.998,792.791,803.005,456.075,436.983,484.023,472.395,64.03
2017-04-02 00:00:00,3.11,59.72,9.22,2078.99,551.758,399.809,9.44036,1.75574,200.134,198.691,199.441,295.096,306.4,250.099,250.977,802.103,801.39,815.069,415.3,455.008,507.054,444.935,64.03
2017-04-02 01:00:00,3.11,59.72,9.22,1749.87,552.44,397.955,9.31243,1.75304,200.179,200.339,201.003,295.096,306.4,251.341,250.891,811.449,798.526,792.868,350.067,458.133,433.137,441.589,64.03
2017-04-02 02:00:00,3.11,59.72,9.22,62.4519416667,506.277,403.36,9.25158,1.68466,199.682,199.455,199.533,295.096,306.4,249.857,245.987,794.146,799.53,791.766,170.8366164384,451.532,486.084,451.305,64.03
2017-04-02 03:00:00,3.11,59.72,9.22,1768.26,494.392,390.531,9.24123,1.68125,200.024,206.166,200.388,295.096,306.4,248.317,249.224,803.854,799.253,813.675,206.2636666667,455.671,462.774,467.32,64.03
2017-04-02 04:00:00,3.11,59.72,9.22,2123.42,557.777,402.166,9.57563,1.74853,200.605,200.446,201.893,295.096,306.4,250.476,249.789,789.408,807.09,784.208,168.2160610465,453.489,459.628,444.197,64.03
2017-04-02 05:00:00,3.11,59.72,9.22,175.223975,567.985,399.013,9.61257,1.76385,199.936,202.33,200.216,295.096,306.4,250.162,250.875,800.108,802.93,800.675,173.3654215116,455.667,445.459,464.809,64.03
2017-04-02 06:00:00,3.11,59.72,9.22,2635.5,462.857,397.026,9.42676,1.63222,199.969,197.458,200.996,295.096,306.4,251.457,247.791,801.807,806.423,784.605,500.993,495.114,460.704,488.398,64.03
2017-04-02 07:00:00,3.11,56.73,12.73,1519.2244,545.63,403.852,9.7397,1.73015,200.356,203.053,198.644,295.096,306.4,247.586,246.325,800.475,792.932,812.592,477.48,466.168,465.895,460.087,64.03
2017-04-02 08:00:00,3.1083933518,56.73,12.73,2137.86,476.13,382.514,9.67842,1.6939,200.86,198.827,198.603,295.096,306.4,250.522,250.198,849.561,809.5271333333,862.8834193548,460.083,398.001,461.373,445.717,64.0340443213
2017-04-02 09:00:00,2.8191966759,56.73,12.73,2442.37,546.111,402.471,9.46524,1.73201,200.555,200.509,198.914,295.096,306.4,253.839,250.713,812.871,794.125,795.165,468.191,462.399,440.441,441.006,64.7620221607
2017-04-02 10:00:00,2.53,56.73,12.73,2367.74,562.019,405.469,9.47383,1.76179,200.61,202.76,201.069,295.096,306.4,250.259,248.128,812.077,804.863,811.201,481.34,432.194,324.114,465.07,65.49
2017-04-02 11:00:00,1.45,56.73,12.73,1965.49,515.399,397.25,9.66039,1.78153,200.408,198.112,198.396,295.096,306.4,250.269,247.855,849.328,811.7903157895,692.887,660.189,465.587,518.932,603.671,66.32
2017-04-02 12:00:00,1.18,56.73,12.73,2567.73,569.666,399.405,9.58114,1.77559,201.189,199.467,198.794,295.096,306.4,250.51,249.946,646.402,789.579,811.226,606.859,421.822,378.197,463.4,66.02
2017-04-02 13:00:00,2.02,56.73,12.73,643.0263333333,573.348,399.421,9.24481,1.78367,250.35,253.345,249.088,295.096,306.4,248.377,249.563,632.411,646.769,598.627,345.775,305.462,460.132,341.405,66.0
2017-04-02 14:00:00,1.41,56.73,12.73,3026.26,526.141,403.849,9.37631,1.71075,251.199,247.173,250.064,295.096,306.4,248.588,249.939,649.237,649.818,602.471,519.477,497.369,471.142,437.966,66.02
2017-04-02 15:00:00,1.58,56.73,12.73,2349.34,588.12,414.22,9.66034,1.76651,249.941,251.057,249.193,295.096,306.4,250.764,249.684,652.236,722.868,580.215,649.72,459.954,482.249,472.836,65.53
2017-04-02 16:00:00,1.0,60.23,8.51,2701.61,572.32,404.567,9.63896,1.78169,251.387,247.232,250.996,295.096,306.4,249.144,249.695,639.183,649.13,582.925,401.938,448.33,517.479,454.876,66.53
2017-04-02 17:00:00,2.57,60.23,8.51,2505.87,612.202,407.9145,9.38569,1.78916,250.269,251.052,252.042,295.096,306.4,250.371,250.182,659.399,625.086,591.539,571.185,457.582,364.498,466.431,65.64
2017-04-02 18:00:00,1.04,60.23,8.51,2339.23,574.456,397.287,9.52535,1.78496,248.918,252.595,251.441,295.096,306.4,249.862,250.659,642.627,647.444,579.185,490.618,444.016,484.882,435.594,66.32
2017-04-02 19:00:00,1.54,60.23,8.51,2478.36,571.44,401.741,9.80434,1.77979,251.859,250.579,251.051,295.096,306.4,250.075,250.402,666.628,647.745,616.815,427.711,470.873,362.917,442.226,66.3
2017-04-02 20:00:00,1.56,60.23,8.51,150.119,534.025,398.743,9.71334,1.72829,249.275,248.492,250.341,295.096,306.4,250.226,249.411,581.253,595.215,568.922,386.055,419.802,362.482,434.445,65.88
2017-04-02 21:00:00,3.84,60.23,8.51,112.8656774194,537.268,404.728,9.43333,1.72574,250.049,250.922,250.971,295.096,306.4,250.239,249.668,626.075,579.105,596.064,440.848,477.645,471.309,547.767,64.74
2017-04-02 22:00:00,3.26,60.23,8.51,2465.61,551.147,402.832,9.47736,1.75215,250.049,252.246,250.269,295.096,306.4,250.269,250.269,602.588,599.258,589.729,444.922,397.113,497.892,403.335,64.91
2017-04-02 23:00:00,3.38,60.23,8.51,1946.49,567.288,403.142,9.56539,1.76628,249.969,248.742,248.633,295.096,306.4,250.012,250.134,811.624,216.9613888889,819.998,403.838,398.483,397.007,386.318,64.94
2017-04-03 00:00:00,4.42,60.23,8.51,2762.73,569.011,404.88,9.7902,1.77373,250.189,255.362,251.909,295.096,306.4,250.189,249.829,807.974,718.0777027853,809.294,488.82,460.695,615.06,550.845,63.78
2017-04-03 01:00:00,4.417245841,55.66,14.66,2482.56,569.226,402.656,9.55072,1.78039,249.409,253.751,251.147,295.096,306.4,249.839,250.488,782.48,720.633592731,799.065,519.905,505.315,463.838,401.347,63.27
2017-04-03 02:00:00,3.9214972274,55.66,14.66,2534.08,553.326,398.257,9.63284,1.74867,249.782,246.003,249.292,295.096,306.4,249.559,250.269,563.034,723.1894826766,580.797,401.245,393.183,401.599,376.783,62.6
2017-04-03 03:00:00,3.4257486137,55.66,14.66,2710.97,566.191,408.305,10.0411,1.77593,250.305,251.851,249.754,295.096,306.4,250.085,250.16,601.11,725.7453726223,594.338,175.58275,316.698,394.945,302.596,62.6160220994
2017-04-03 04:00:00,2.93,55.66,14.66,2318.36,565.847,402.629,9.74855,1.77366,249.829,249.753,250.794,295.096,306.4,249.829,249.648,602.892,728.3012625679,623.228,427.993,427.792,432.513,439.086,65.5
2017-04-03 05:00:00,3.96,55.66,14.66,2333.95,505.137,400.833,9.53425,1.69412,249.245,249.001,249.185,295.096,306.4,249.245,250.269,595.917,730.8571525136,620.461,348.105,417.206,477.103,404.786,64.86
2017-04-03 06:00:00,2.36,55.66,14.66,1983.26,546.409,399.446,9.6901,1.73988,250.22,249.341,250.462,295.096,306.4,250.096,250.66,591.763,733.4130424592,620.713,385.692,418.247,445.708,392.964,66.04
2017-04-03 07:00:00,1.96,54.38,17.41,2154.3,552.368,402.246,9.3532,1.7467,250.049,254.224,249.39,295.096,306.4,250.269,249.609,589.575,735.9689324049,602.139,385.938,411.984,420.604,400.576,66.07
2017-04-03 08:00:00,3.86,54.38,17.41,2628.64,534.004,401.686,9.40358,1.72524,250.794,247.899,250.02,295.096,306.4,250.269,249.227,594.58,738.5248223505,612.202,390.71,379.009,511.091,395.85,64.05
2017-04-03 09:00:00,2.88,54.38,17.41,2138.33,560.928,402.599,9.61245,1.75924,250.269,248.773,249.254,295.096,306.4,250.004,248.978,615.38,741.0807122962,494.311,354.035,393.109,388.198,397.233,65.04
2017-04-03 10:00:00,4.15,54.38,17.41,2824.05,554.815,396.3667272727,9.882,1.77789,250.239,248.35,249.175,295.096,306.4,250.053,249.413,663.267,743.6366022418,359.514,439.017,371.885,326.731,403.098,64.92
2017-04-03 11:00:00,5.4,54.38,17.41,2945.39,252.039,404.257,9.79809,1.52793,250.116,249.031,252.239,295.096,306.4,249.903,250.708,820.5218888889,746.1924921875,449.13,464.699,429.302,484.439,400.686,63.38
2017-04-03 12:00:00,5.3975902277,54.38,17.41,2475.78,559.683,398.822,9.42721,1.77432,249.953,245.978,252.119,295.096,306.4,249.922,249.451,598.217,748.7483821332,760.986,407.778,420.487,469.966,415.221,63.3763157895
